Amp,Ton,Toff,Volt
8,100,837,90
8,100,837,100
8,100,887,20
8,100,887,30
8,100,887,40
8,100,887,50
8,100,887,60
8,100,887,70
8,100,887,80
8,100,887,90
8,100,887,100
8,100,937,20
8,100,937,30
8,100,937,40
8,100,937,50
8,100,937,60
8,100,937,70
8,100,937,80
8,100,937,90
8,100,937,100
8,100,987,20
8,100,987,30
8,100,987,40
8,100,987,50
8,100,987,60
8,100,987,70
8,100,987,80
8,100,987,90
8,100,987,100
8,100,1037,20
8,100,1037,30
8,100,1037,40
8,100,1037,50
8,100,1037,60
8,100,1037,70
8,100,1037,80
8,100,1037,90
8,100,1037,100
8,100,1087,20
8,100,1087,30
8,100,1087,40
8,100,1087,50
8,100,1087,60
8,100,1087,70
8,100,1087,80
8,100,1087,90
8,100,1087,100
8,100,1137,20
8,100,1137,30
8,100,1137,40
8,100,1137,50
8,100,1137,60
8,100,1137,70
8,100,1137,80
8,100,1137,90
8,100,1137,100
8,100,1187,20
8,100,1187,30
8,100,1187,40
8,100,1187,50
8,100,1187,60
8,100,1187,70
8,100,1187,80
8,100,1187,90
8,100,1187,100
8,100,1237,20
8,100,1237,30
8,100,1237,40
8,100,1237,50
8,100,1237,60
8,100,1237,70
8,100,1237,80
8,100,1237,90
8,100,1237,100
8,100,1287,20
8,100,1287,30
8,100,1287,40
8,100,1287,50
8,100,1287,60
8,100,1287,70
8,100,1287,80
8,100,1287,90
8,100,1287,100
8,100,1337,20
8,100,1337,30
8,100,1337,40
8,100,1337,50
8,100,1337,60
8,100,1337,70
8,100,1337,80
8,100,1337,90
8,100,1337,100
8,100,1387,20
8,100,1387,30
8,100,1387,40
8,100,1387,50
8,100,1387,60
8,100,1387,70
8,100,1387,80
8,100,1387,90
8,100,1387,100
8,100,1437,20
8,100,1437,30
8,100,1437,40
8,100,1437,50
8,100,1437,60
8,100,1437,70
8,100,1437,80
8,100,1437,90
8,100,1437,100
8,100,1487,20
8,100,1487,30
8,100,1487,40
8,100,1487,50
8,100,1487,60
8,100,1487,70
8,100,1487,80
8,100,1487,90
8,100,1487,100
8,100,1537,20
8,100,1537,30
8,100,1537,40
8,100,1537,50
8,100,1537,60
8,100,1537,70
8,100,1537,80
8,100,1537,90
8,100,1537,100
8,100,1587,20
8,100,1587,30
8,100,1587,40
8,100,1587,50
8,100,1587,60
8,100,1587,70
8,100,1587,80
8,100,1587,90
8,100,1587,100
8,100,1637,20
8,100,1637,30
8,100,1637,40
8,100,1637,50
8,100,1637,60
8,100,1637,70
8,100,1637,80
8,100,1637,90
8,100,1637,100
8,100,1687,20
8,100,1687,30
8,100,1687,40
8,100,1687,50
8,100,1687,60
8,100,1687,70
8,100,1687,80
8,100,1687,90
8,100,1687,100
8,100,1737,20
8,100,1737,30
8,100,1737,40
8,100,1737,50
8,100,1737,60
8,100,1737,70
8,100,1737,80
8,100,1737,90
8,100,1737,100
8,100,1787,20
8,100,1787,30
8,100,1787,40
8,100,1787,50
8,100,1787,60
8,100,1787,70
8,100,1787,80
8,100,1787,90
8,100,1787,100
8,100,1837,20
8,100,1837,30
8,100,1837,40
8,100,1837,50
8,100,1837,60
8,100,1837,70
8,100,1837,80
8,100,1837,90
8,100,1837,100
8,100,1887,20
8,100,1887,30
8,100,1887,40
8,100,1887,50
8,100,1887,60
8,100,1887,70
8,100,1887,80
8,100,1887,90
8,100,1887,100
8,100,1937,20
8,100,1937,30
8,100,1937,40
8,100,1937,50
8,100,1937,60
8,100,1937,70
8,100,1937,80
8,100,1937,90
8,100,1937,100
8,100,1987,20
8,100,1987,30
8,100,1987,40
8,100,1987,50
8,100,1987,60
8,100,1987,70
8,100,1987,80
8,100,1987,90
8,100,1987,100
8,100,2000,20
8,100,2000,30
8,100,2000,40
8,100,2000,50
8,100,2000,60
8,100,2000,70
8,100,2000,80
8,100,2000,90
8,100,2000,100
8,150,37,20
8,150,37,30
8,150,37,40
8,150,37,50
8,150,37,60
8,150,37,70
8,150,37,80
8,150,37,90
8,150,37,100
8,150,87,20
8,150,87,30
8,150,87,40
8,150,87,50
8,150,87,60
8,150,87,70
8,150,87,80
8,150,87,90
8,150,87,100
8,150,137,20
8,150,137,30
8,150,137,40
8,150,137,50
8,150,137,60
8,150,137,70
8,150,137,80
8,150,137,90
8,150,137,100
8,150,187,20
8,150,187,30
8,150,187,40
8,150,187,50
8,150,187,60
8,150,187,70
8,150,187,80
8,150,187,90
8,150,187,100
8,150,237,20
8,150,237,30
8,150,237,40
8,150,237,50
8,150,237,60
8,150,237,70
8,150,237,80
8,150,237,90
8,150,237,100
8,150,287,20
8,150,287,30
8,150,287,40
8,150,287,50
8,150,287,60
8,150,287,70
8,150,287,80
8,150,287,90
8,150,287,100
8,150,337,20
8,150,337,30
8,150,337,40
8,150,337,50
8,150,337,60
8,150,337,70
8,150,337,80
8,150,337,90
8,150,337,100
8,150,387,20
8,150,387,30
8,150,387,40
8,150,387,50
8,150,387,60
8,150,387,70
8,150,387,80
8,150,387,90
8,150,387,100
8,150,437,20
8,150,437,30
8,150,437,40
8,150,437,50
8,150,437,60
8,150,437,70
8,150,437,80
8,150,437,90
8,150,437,100
8,150,487,20
8,150,487,30
8,150,487,40
8,150,487,50
8,150,487,60
8,150,487,70
8,150,487,80
8,150,487,90
8,150,487,100
8,150,537,20
8,150,537,30
8,150,537,40
8,150,537,50
8,150,537,60
8,150,537,70
8,150,537,80
8,150,537,90
8,150,537,100
8,150,587,20
8,150,587,30
8,150,587,40
8,150,587,50
8,150,587,60
8,150,587,70
8,150,587,80
8,150,587,90
8,150,587,100
8,150,637,20
8,150,637,30
8,150,637,40
8,150,637,50
8,150,637,60
8,150,637,70
8,150,637,80
8,150,637,90
8,150,637,100
8,150,687,20
8,150,687,30
8,150,687,40
8,150,687,50
8,150,687,60
8,150,687,70
8,150,687,80
8,150,687,90
8,150,687,100
8,150,737,20
8,150,737,30
8,150,737,40
8,150,737,50
8,150,737,60
8,150,737,70
8,150,737,80
8,150,737,90
8,150,737,100
8,150,787,20
8,150,787,30
8,150,787,40
8,150,787,50
8,150,787,60
8,150,787,70
8,150,787,80
8,150,787,90
8,150,787,100
8,150,837,20
8,150,837,30
8,150,837,40
8,150,837,50
8,150,837,60
8,150,837,70
8,150,837,80
8,150,837,90
8,150,837,100
8,150,887,20
8,150,887,30
8,150,887,40
8,150,887,50
8,150,887,60
8,150,887,70
8,150,887,80
8,150,887,90
8,150,887,100
8,150,937,20
8,150,937,30
8,150,937,40
8,150,937,50
8,150,937,60
8,150,937,70
8,150,937,80
8,150,937,90
8,150,937,100
8,150,987,20
8,150,987,30
8,150,987,40
8,150,987,50
8,150,987,60
8,150,987,70
8,150,987,80
8,150,987,90
8,150,987,100
8,150,1037,20
8,150,1037,30
8,150,1037,40
8,150,1037,50
8,150,1037,60
8,150,1037,70
8,150,1037,80
8,150,1037,90
8,150,1037,100
8,150,1087,20
8,150,1087,30
8,150,1087,40
8,150,1087,50
8,150,1087,60
8,150,1087,70
8,150,1087,80
8,150,1087,90
8,150,1087,100
8,150,1137,20
8,150,1137,30
8,150,1137,40
8,150,1137,50
8,150,1137,60
8,150,1137,70
8,150,1137,80
8,150,1137,90
8,150,1137,100
8,150,1187,20
8,150,1187,30
8,150,1187,40
8,150,1187,50
8,150,1187,60
8,150,1187,70
8,150,1187,80
8,150,1187,90
8,150,1187,100
8,150,1237,20
8,150,1237,30
8,150,1237,40
8,150,1237,50
8,150,1237,60
8,150,1237,70
8,150,1237,80
8,150,1237,90
8,150,1237,100
8,150,1287,20
8,150,1287,30
8,150,1287,40
8,150,1287,50
8,150,1287,60
8,150,1287,70
8,150,1287,80
8,150,1287,90
8,150,1287,100
8,150,1337,20
8,150,1337,30
8,150,1337,40
8,150,1337,50
8,150,1337,60
8,150,1337,70
8,150,1337,80
8,150,1337,90
8,150,1337,100
8,150,1387,20
8,150,1387,30
8,150,1387,40
8,150,1387,50
8,150,1387,60
8,150,1387,70
8,150,1387,80
8,150,1387,90
8,150,1387,100
8,150,1437,20
8,150,1437,30
8,150,1437,40
8,150,1437,50
8,150,1437,60
8,150,1437,70
8,150,1437,80
8,150,1437,90
8,150,1437,100
8,150,1487,20
8,150,1487,30
8,150,1487,40
8,150,1487,50
8,150,1487,60
8,150,1487,70
8,150,1487,80
8,150,1487,90
8,150,1487,100
8,150,1537,20
8,150,1537,30
8,150,1537,40
8,150,1537,50
8,150,1537,60
8,150,1537,70
8,150,1537,80
8,150,1537,90
8,150,1537,100
8,150,1587,20
8,150,1587,30
8,150,1587,40
8,150,1587,50
8,150,1587,60
8,150,1587,70
8,150,1587,80
8,150,1587,90
8,150,1587,100
8,150,1637,20
8,150,1637,30
8,150,1637,40
8,150,1637,50
8,150,1637,60
8,150,1637,70
8,150,1637,80
8,150,1637,90
8,150,1637,100
8,150,1687,20
8,150,1687,30
8,150,1687,40
8,150,1687,50
8,150,1687,60
8,150,1687,70
8,150,1687,80
8,150,1687,90
8,150,1687,100
8,150,1737,20
8,150,1737,30
8,150,1737,40
8,150,1737,50
8,150,1737,60
8,150,1737,70
8,150,1737,80
8,150,1737,90
8,150,1737,100
8,150,1787,20
8,150,1787,30
8,150,1787,40
8,150,1787,50
8,150,1787,60
8,150,1787,70
8,150,1787,80
8,150,1787,90
8,150,1787,100
8,150,1837,20
8,150,1837,30
8,150,1837,40
8,150,1837,50
8,150,1837,60
8,150,1837,70
8,150,1837,80
8,150,1837,90
8,150,1837,100
8,150,1887,20
8,150,1887,30
8,150,1887,40
8,150,1887,50
8,150,1887,60
8,150,1887,70
8,150,1887,80
8,150,1887,90
8,150,1887,100
8,150,1937,20
8,150,1937,30
8,150,1937,40
8,150,1937,50
8,150,1937,60
8,150,1937,70
8,150,1937,80
8,150,1937,90
8,150,1937,100
8,150,1987,20
8,150,1987,30
8,150,1987,40
8,150,1987,50
8,150,1987,60
8,150,1987,70
8,150,1987,80
8,150,1987,90
8,150,1987,100
8,150,2000,20
8,150,2000,30
8,150,2000,40
8,150,2000,50
8,150,2000,60
8,150,2000,70
8,150,2000,80
8,150,2000,90
8,150,2000,100
8,200,37,20
8,200,37,30
8,200,37,40
8,200,37,50
8,200,37,60
8,200,37,70
8,200,37,80
8,200,37,90
8,200,37,100
8,200,87,20
8,200,87,30
8,200,87,40
8,200,87,50
8,200,87,60
8,200,87,70
8,200,87,80
8,200,87,90
8,200,87,100
8,200,137,20
8,200,137,30
8,200,137,40
8,200,137,50
8,200,137,60
8,200,137,70
8,200,137,80
8,200,137,90
8,200,137,100
8,200,187,20
8,200,187,30
8,200,187,40
8,200,187,50
8,200,187,60
8,200,187,70
8,200,187,80
8,200,187,90
8,200,187,100
8,200,237,20
8,200,237,30
8,200,237,40
8,200,237,50
8,200,237,60
8,200,237,70
8,200,237,80
8,200,237,90
8,200,237,100
8,200,287,20
8,200,287,30
8,200,287,40
8,200,287,50
8,200,287,60
8,200,287,70
8,200,287,80
8,200,287,90
8,200,287,100
8,200,337,20
8,200,337,30
8,200,337,40
8,200,337,50
8,200,337,60
8,200,337,70
8,200,337,80
8,200,337,90
8,200,337,100
8,200,387,20
8,200,387,30
8,200,387,40
8,200,387,50
8,200,387,60
8,200,387,70
8,200,387,80
8,200,387,90
8,200,387,100
8,200,437,20
8,200,437,30
8,200,437,40
8,200,437,50
8,200,437,60
8,200,437,70
8,200,437,80
8,200,437,90
8,200,437,100
8,200,487,20
8,200,487,30
8,200,487,40
8,200,487,50
8,200,487,60
8,200,487,70
8,200,487,80
8,200,487,90
8,200,487,100
8,200,537,20
8,200,537,30
8,200,537,40
8,200,537,50
8,200,537,60
8,200,537,70
8,200,537,80
8,200,537,90
8,200,537,100
8,200,587,20
8,200,587,30
8,200,587,40
8,200,587,50
8,200,587,60
8,200,587,70
8,200,587,80
8,200,587,90
8,200,587,100
8,200,637,20
8,200,637,30
8,200,637,40
8,200,637,50
8,200,637,60
8,200,637,70
8,200,637,80
8,200,637,90
8,200,637,100
8,200,687,20
8,200,687,30
8,200,687,40
8,200,687,50
8,200,687,60
8,200,687,70
8,200,687,80
8,200,687,90
8,200,687,100
8,200,737,20
8,200,737,30
8,200,737,40
8,200,737,50
8,200,737,60
8,200,737,70
8,200,737,80
8,200,737,90
8,200,737,100
8,200,787,20
8,200,787,30
8,200,787,40
8,200,787,50
8,200,787,60
8,200,787,70
8,200,787,80
8,200,787,90
8,200,787,100
8,200,837,20
8,200,837,30
8,200,837,40
8,200,837,50
8,200,837,60
8,200,837,70
8,200,837,80
8,200,837,90
8,200,837,100
8,200,887,20
8,200,887,30
8,200,887,40
8,200,887,50
8,200,887,60
8,200,887,70
8,200,887,80
8,200,887,90
8,200,887,100
8,200,937,20
8,200,937,30
8,200,937,40
8,200,937,50
8,200,937,60
8,200,937,70
8,200,937,80
8,200,937,90
8,200,937,100
8,200,987,20
8,200,987,30
8,200,987,40
8,200,987,50
8,200,987,60
8,200,987,70
8,200,987,80
8,200,987,90
8,200,987,100
8,200,1037,20
8,200,1037,30
8,200,1037,40
8,200,1037,50
8,200,1037,60
8,200,1037,70
8,200,1037,80
8,200,1037,90
8,200,1037,100
8,200,1087,20
8,200,1087,30
8,200,1087,40
8,200,1087,50
8,200,1087,60
8,200,1087,70
8,200,1087,80
8,200,1087,90
8,200,1087,100
8,200,1137,20
8,200,1137,30
8,200,1137,40
8,200,1137,50
8,200,1137,60
8,200,1137,70
8,200,1137,80
8,200,1137,90
8,200,1137,100
8,200,1187,20
8,200,1187,30
8,200,1187,40
8,200,1187,50
8,200,1187,60
8,200,1187,70
8,200,1187,80
8,200,1187,90
8,200,1187,100
8,200,1237,20
8,200,1237,30
8,200,1237,40
8,200,1237,50
8,200,1237,60
8,200,1237,70
8,200,1237,80
8,200,1237,90
8,200,1237,100
8,200,1287,20
8,200,1287,30
8,200,1287,40
8,200,1287,50
8,200,1287,60
8,200,1287,70
8,200,1287,80
8,200,1287,90
8,200,1287,100
8,200,1337,20
8,200,1337,30
8,200,1337,40
8,200,1337,50
8,200,1337,60
8,200,1337,70
8,200,1337,80
8,200,1337,90
8,200,1337,100
8,200,1387,20
8,200,1387,30
8,200,1387,40
8,200,1387,50
8,200,1387,60
8,200,1387,70
8,200,1387,80
8,200,1387,90
8,200,1387,100
8,200,1437,20
8,200,1437,30
8,200,1437,40
8,200,1437,50
8,200,1437,60
8,200,1437,70
8,200,1437,80
8,200,1437,90
8,200,1437,100
8,200,1487,20
8,200,1487,30
8,200,1487,40
8,200,1487,50
8,200,1487,60
8,200,1487,70
8,200,1487,80
8,200,1487,90
8,200,1487,100
8,200,1537,20
8,200,1537,30
8,200,1537,40
8,200,1537,50
8,200,1537,60
8,200,1537,70
8,200,1537,80
8,200,1537,90
8,200,1537,100
8,200,1587,20
8,200,1587,30
8,200,1587,40
8,200,1587,50
8,200,1587,60
8,200,1587,70
8,200,1587,80
8,200,1587,90
8,200,1587,100
8,200,1637,20
8,200,1637,30
8,200,1637,40
8,200,1637,50
8,200,1637,60
8,200,1637,70
8,200,1637,80
8,200,1637,90
8,200,1637,100
8,200,1687,20
8,200,1687,30
8,200,1687,40
8,200,1687,50
8,200,1687,60
8,200,1687,70
8,200,1687,80
8,200,1687,90
8,200,1687,100
8,200,1737,20
8,200,1737,30
8,200,1737,40
8,200,1737,50
8,200,1737,60
8,200,1737,70
8,200,1737,80
8,200,1737,90
8,200,1737,100
8,200,1787,20
8,200,1787,30
8,200,1787,40
8,200,1787,50
8,200,1787,60
8,200,1787,70
8,200,1787,80
8,200,1787,90
8,200,1787,100
8,200,1837,20
8,200,1837,30
8,200,1837,40
8,200,1837,50
8,200,1837,60
8,200,1837,70
8,200,1837,80
8,200,1837,90
8,200,1837,100
8,200,1887,20
8,200,1887,30
8,200,1887,40
8,200,1887,50
8,200,1887,60
8,200,1887,70
8,200,1887,80
8,200,1887,90
8,200,1887,100
8,200,1937,20
8,200,1937,30
8,200,1937,40
8,200,1937,50
8,200,1937,60
8,200,1937,70
8,200,1937,80
8,200,1937,90
8,200,1937,100
8,200,1987,20
8,200,1987,30
8,200,1987,40
8,200,1987,50
8,200,1987,60
8,200,1987,70
8,200,1987,80
8,200,1987,90
8,200,1987,100
8,200,2000,20
8,200,2000,30
8,200,2000,40
8,200,2000,50
8,200,2000,60
8,200,2000,70
8,200,2000,80
8,200,2000,90
8,200,2000,100
8,250,37,20
8,250,37,30
8,250,37,40
8,250,37,50
8,250,37,60
8,250,37,70
8,250,37,80
8,250,37,90
8,250,37,100
8,250,87,20
8,250,87,30
8,250,87,40
8,250,87,50
8,250,87,60
8,250,87,70
8,250,87,80
8,250,87,90
8,250,87,100
8,250,137,20
8,250,137,30
8,250,137,40
8,250,137,50
8,250,137,60
8,250,137,70
8,250,137,80
8,250,137,90
8,250,137,100
8,250,187,20
8,250,187,30
8,250,187,40
8,250,187,50
8,250,187,60
8,250,187,70
8,250,187,80
8,250,187,90
8,250,187,100
8,250,237,20
8,250,237,30
8,250,237,40
8,250,237,50
8,250,237,60
8,250,237,70
8,250,237,80
8,250,237,90
8,250,237,100
8,250,287,20
8,250,287,30
8,250,287,40
8,250,287,50
8,250,287,60
8,250,287,70
8,250,287,80
8,250,287,90
8,250,287,100
8,250,337,20
8,250,337,30
8,250,337,40
8,250,337,50
8,250,337,60
8,250,337,70
8,250,337,80
8,250,337,90
8,250,337,100
8,250,387,20
8,250,387,30
8,250,387,40
8,250,387,50
8,250,387,60
8,250,387,70
8,250,387,80
8,250,387,90
8,250,387,100
8,250,437,20
8,250,437,30
8,250,437,40
8,250,437,50
8,250,437,60
8,250,437,70
8,250,437,80
8,250,437,90
8,250,437,100
8,250,487,20
8,250,487,30
8,250,487,40
8,250,487,50
8,250,487,60
8,250,487,70
8,250,487,80
8,250,487,90
8,250,487,100
8,250,537,20
8,250,537,30
8,250,537,40
8,250,537,50
8,250,537,60
8,250,537,70
8,250,537,80
8,250,537,90
8,250,537,100
8,250,587,20
8,250,587,30
8,250,587,40
8,250,587,50
8,250,587,60
8,250,587,70
8,250,587,80
8,250,587,90
8,250,587,100
8,250,637,20
8,250,637,30
8,250,637,40
8,250,637,50
8,250,637,60
8,250,637,70
8,250,637,80
8,250,637,90
8,250,637,100
8,250,687,20
8,250,687,30
8,250,687,40
8,250,687,50
8,250,687,60
8,250,687,70
8,250,687,80
8,250,687,90
8,250,687,100
8,250,737,20
8,250,737,30
8,250,737,40
8,250,737,50
8,250,737,60
8,250,737,70
8,250,737,80
8,250,737,90
8,250,737,100
8,250,787,20
8,250,787,30
8,250,787,40
8,250,787,50
8,250,787,60
8,250,787,70
8,250,787,80
8,250,787,90
8,250,787,100
8,250,837,20
8,250,837,30
8,250,837,40
8,250,837,50
8,250,837,60
8,250,837,70
8,250,837,80
8,250,837,90
8,250,837,100
8,250,887,20
8,250,887,30
8,250,887,40
8,250,887,50
8,250,887,60
8,250,887,70
8,250,887,80
8,250,887,90
8,250,887,100
8,250,937,20
8,250,937,30
8,250,937,40
8,250,937,50
8,250,937,60
8,250,937,70
8,250,937,80
8,250,937,90
8,250,937,100
8,250,987,20
8,250,987,30
8,250,987,40
8,250,987,50
8,250,987,60
8,250,987,70
8,250,987,80
8,250,987,90
8,250,987,100
8,250,1037,20
8,250,1037,30
8,250,1037,40
8,250,1037,50
8,250,1037,60
8,250,1037,70
8,250,1037,80
8,250,1037,90
8,250,1037,100
8,250,1087,20
8,250,1087,30
8,250,1087,40
8,250,1087,50
8,250,1087,60
8,250,1087,70
8,250,1087,80
8,250,1087,90
8,250,1087,100
8,250,1137,20
8,250,1137,30
8,250,1137,40
8,250,1137,50
8,250,1137,60
8,250,1137,70
8,250,1137,80
8,250,1137,90
8,250,1137,100
8,250,1187,20
8,250,1187,30
8,250,1187,40
8,250,1187,50
8,250,1187,60
8,250,1187,70
8,250,1187,80
8,250,1187,90
8,250,1187,100
8,250,1237,20
8,250,1237,30
8,250,1237,40
8,250,1237,50
8,250,1237,60
8,250,1237,70
8,250,1237,80
8,250,1237,90
8,250,1237,100
8,250,1287,20
8,250,1287,30
8,250,1287,40
8,250,1287,50
8,250,1287,60
8,250,1287,70
8,250,1287,80
8,250,1287,90
8,250,1287,100
8,250,1337,20
8,250,1337,30
8,250,1337,40
8,250,1337,50
8,250,1337,60
8,250,1337,70
8,250,1337,80
8,250,1337,90
8,250,1337,100
8,250,1387,20
8,250,1387,30
8,250,1387,40
8,250,1387,50
8,250,1387,60
8,250,1387,70
8,250,1387,80
8,250,1387,90
8,250,1387,100
8,250,1437,20
8,250,1437,30
8,250,1437,40
8,250,1437,50
8,250,1437,60
8,250,1437,70
8,250,1437,80
8,250,1437,90
8,250,1437,100
8,250,1487,20
8,250,1487,30
8,250,1487,40
8,250,1487,50
8,250,1487,60
8,250,1487,70
8,250,1487,80
8,250,1487,90
8,250,1487,100
8,250,1537,20
8,250,1537,30
8,250,1537,40
8,250,1537,50
8,250,1537,60
8,250,1537,70
8,250,1537,80
8,250,1537,90
8,250,1537,100
8,250,1587,20
8,250,1587,30
8,250,1587,40
8,250,1587,50
8,250,1587,60
8,250,1587,70
8,250,1587,80
8,250,1587,90
8,250,1587,100
8,250,1637,20
8,250,1637,30
8,250,1637,40
8,250,1637,50
8,250,1637,60
8,250,1637,70
8,250,1637,80
8,250,1637,90
8,250,1637,100
8,250,1687,20
8,250,1687,30
8,250,1687,40
8,250,1687,50
8,250,1687,60
8,250,1687,70
8,250,1687,80
8,250,1687,90
8,250,1687,100
8,250,1737,20
8,250,1737,30
8,250,1737,40
8,250,1737,50
8,250,1737,60
8,250,1737,70
8,250,1737,80
8,250,1737,90
8,250,1737,100
8,250,1787,20
8,250,1787,30
8,250,1787,40
8,250,1787,50
8,250,1787,60
8,250,1787,70
8,250,1787,80
8,250,1787,90
8,250,1787,100
8,250,1837,20
8,250,1837,30
8,250,1837,40
8,250,1837,50
8,250,1837,60
8,250,1837,70
8,250,1837,80
8,250,1837,90
8,250,1837,100
8,250,1887,20
8,250,1887,30
8,250,1887,40
8,250,1887,50
8,250,1887,60
8,250,1887,70
8,250,1887,80
8,250,1887,90
8,250,1887,100
8,250,1937,20
8,250,1937,30
8,250,1937,40
8,250,1937,50
8,250,1937,60
8,250,1937,70
8,250,1937,80
8,250,1937,90
8,250,1937,100
8,250,1987,20
8,250,1987,30
8,250,1987,40
8,250,1987,50
8,250,1987,60
8,250,1987,70
8,250,1987,80
8,250,1987,90
8,250,1987,100
8,250,2000,20
8,250,2000,30
8,250,2000,40
8,250,2000,50
8,250,2000,60
8,250,2000,70
8,250,2000,80
8,250,2000,90
8,250,2000,100
8,300,37,20
8,300,37,30
8,300,37,40
8,300,37,50
8,300,37,60
8,300,37,70
8,300,37,80
8,300,37,90
8,300,37,100
8,300,87,20
8,300,87,30
8,300,87,40
8,300,87,50
8,300,87,60
8,300,87,70
8,300,87,80
8,300,87,90
8,300,87,100
8,300,137,20
8,300,137,30
8,300,137,40
8,300,137,50
8,300,137,60
8,300,137,70
8,300,137,80
8,300,137,90
8,300,137,100
8,300,187,20
8,300,187,30
8,300,187,40
8,300,187,50
8,300,187,60
8,300,187,70
8,300,187,80
8,300,187,90
8,300,187,100
8,300,237,20
8,300,237,30
8,300,237,40
8,300,237,50
8,300,237,60
8,300,237,70
8,300,237,80
8,300,237,90
8,300,237,100
8,300,287,20
8,300,287,30
8,300,287,40
8,300,287,50
8,300,287,60
8,300,287,70
8,300,287,80
8,300,287,90
8,300,287,100
8,300,337,20
8,300,337,30
8,300,337,40
8,300,337,50
8,300,337,60
8,300,337,70
8,300,337,80
8,300,337,90
8,300,337,100
8,300,387,20
8,300,387,30
8,300,387,40
8,300,387,50
8,300,387,60
8,300,387,70
8,300,387,80
8,300,387,90
8,300,387,100
8,300,437,20
8,300,437,30
8,300,437,40
8,300,437,50
8,300,437,60
8,300,437,70
8,300,437,80
8,300,437,90
8,300,437,100
8,300,487,20
8,300,487,30
8,300,487,40
8,300,487,50
8,300,487,60
8,300,487,70
8,300,487,80
8,300,487,90
8,300,487,100
8,300,537,20
8,300,537,30
8,300,537,40
8,300,537,50
8,300,537,60
8,300,537,70
8,300,537,80
8,300,537,90
8,300,537,100
8,300,587,20
8,300,587,30
8,300,587,40
8,300,587,50
8,300,587,60
8,300,587,70
8,300,587,80
8,300,587,90
8,300,587,100
8,300,637,20
8,300,637,30
8,300,637,40
8,300,637,50
8,300,637,60
8,300,637,70
8,300,637,80
8,300,637,90
8,300,637,100
8,300,687,20
8,300,687,30
8,300,687,40
8,300,687,50
8,300,687,60
8,300,687,70
8,300,687,80
8,300,687,90
8,300,687,100
8,300,737,20
8,300,737,30
8,300,737,40
8,300,737,50
8,300,737,60
8,300,737,70
8,300,737,80
8,300,737,90
8,300,737,100
8,300,787,20
8,300,787,30
8,300,787,40
8,300,787,50
8,300,787,60
8,300,787,70
8,300,787,80
8,300,787,90
8,300,787,100
8,300,837,20
8,300,837,30
8,300,837,40
8,300,837,50
8,300,837,60
8,300,837,70
8,300,837,80
8,300,837,90
8,300,837,100
8,300,887,20
8,300,887,30
8,300,887,40
8,300,887,50
8,300,887,60
8,300,887,70
8,300,887,80
8,300,887,90
8,300,887,100
8,300,937,20
8,300,937,30
8,300,937,40
8,300,937,50
8,300,937,60
8,300,937,70
8,300,937,80
8,300,937,90
8,300,937,100
8,300,987,20
8,300,987,30
8,300,987,40
8,300,987,50
